reference_month,frn_id,group_name,performance_classification,business_model,orders,gmv_basket,delivery_fee,paid_delivery_fee,commission,service_fee,anticipation_fee,olp_fee,delivery_cost,occurrences_cost
2024-08,FRN_01022,GRUPO_111,LONG_TAIL,MARKETPLACE,86,3582.87,214.97,161.23,573.26,71.66,7.17,53.74,0.0,0.0
2024-08,FRN_01023,GRUPO_034,STANDARD,MARKETPLACE,374,26739.75,1604.38,1203.29,4278.36,534.79,53.48,401.1,0.0,0.0
2024-08,FRN_01024,GRUPO_111,LONG_TAIL,FULL_SERVICE,81,3116.11,249.29,186.97,373.93,62.32,15.58,46.74,-174.5,-24.93
2024-08,FRN_01025,GRUPO_264,LONG_TAIL,MARKETPLACE,75,5646.92,338.82,254.12,903.51,112.94,11.29,84.7,0.0,0.0
2024-08,FRN_01026,GRUPO_369,LONG_TAIL,MARKETPLACE,28,980.53,58.83,44.12,156.88,19.61,1.96,14.71,0.0,0.0
2024-08,FRN_01027,GRUPO_236,LONG_TAIL,MARKETPLACE,148,4731.73,283.9,212.92,757.08,94.63,9.46,70.98,0.0,0.0
2024-08,FRN_01028,GRUPO_083,STANDARD,MARKETPLACE,238,25880.98,1552.86,1164.64,4140.96,517.62,51.76,388.21,0.0,0.0
2024-08,FRN_01029,GRUPO_042,LONG_TAIL,MARKETPLACE,102,1020.0,61.2,45.9,163.2,20.4,2.04,15.3,0.0,0.0
2024-08,FRN_01030,GRUPO_101,STRATEGIC,MARKETPLACE,918,89229.43,5353.77,4015.33,14276.71,1784.59,178.46,1338.44,0.0,0.0
2024-08,FRN_01031,GRUPO_006,STANDARD,MARKETPLACE,283,29042.44,1742.55,1306.91,4646.79,580.85,58.08,435.64,0.0,0.0
2024-08,FRN_01032,GRUPO_180,STANDARD,MARKETPLACE,261,14528.67,871.72,653.79,2324.59,290.57,29.06,217.93,0.0,0.0
2024-08,FRN_01033,GRUPO_282,LONG_TAIL,MARKETPLACE,50,2185.81,131.15,98.36,349.73,43.72,4.37,32.79,0.0,0.0
2024-08,FRN_01034,GRUPO_320,LONG_TAIL,MARKETPLACE,70,5167.4,310.04,232.53,826.78,103.35,10.33,77.51,0.0,0.0
2024-08,FRN_01035,GRUPO_226,LONG_TAIL,MARKETPLACE,72,3583.33,215.0,161.25,573.33,71.67,7.17,53.75,0.0,0.0
2024-08,FRN_01036,GRUPO_315,LONG_TAIL,MARKETPLACE,76,4867.31,292.04,219.03,778.77,97.35,9.73,73.01,0.0,0.0
2024-08,FRN_01037,GRUPO_365,STANDARD,FULL_SERVICE,419,25131.98,2010.56,1507.92,3015.84,502.64,125.66,376.98,-1407.39,-201.06
2024-08,FRN_01038,GRUPO_229,LONG_TAIL,MARKETPLACE,72,853.06,51.18,38.38,136.49,17.06,1.71,12.8,0.0,0.0
2024-08,FRN_01039,GRUPO_377,STANDARD,MARKETPLACE,468,52823.29,3169.4,2377.05,8451.73,1056.47,105.65,792.35,0.0,0.0
2024-08,FRN_01040,GRUPO_289,STANDARD,MARKETPLACE,397,41639.81,2498.39,1873.79,6662.37,832.8,83.28,624.6,0.0,0.0
2024-08,FRN_01041,GRUPO_150,STRATEGIC,FULL_SERVICE,881,75966.96,6077.36,4558.02,9116.04,1519.34,379.83,1139.5,-4254.15,-607.74
2024-08,FRN_01042,GRUPO_277,LONG_TAIL,MARKETPLACE,22,1499.22,89.95,67.46,239.88,29.98,3.0,22.49,0.0,0.0
2024-08,FRN_01043,GRUPO_198,LONG_TAIL,MARKETPLACE,37,1601.07,96.06,72.05,256.17,32.02,3.2,24.02,0.0,0.0
2024-08,FRN_01044,GRUPO_070,STANDARD,MARKETPLACE,324,22340.07,1340.4,1005.3,3574.41,446.8,44.68,335.1,0.0,0.0
2024-08,FRN_01045,GRUPO_112,KEY_ACCOUNT,MARKETPLACE,1592,96401.25,5784.07,4338.05,15424.2,1928.03,192.8,1446.02,0.0,0.0
2024-08,FRN_01046,GRUPO_004,LONG_TAIL,FULL_SERVICE,70,5003.83,400.31,300.23,600.46,100.08,25.02,75.06,-280.22,-40.03
2024-08,FRN_01047,GRUPO_350,KEY_ACCOUNT,FULL_SERVICE,1627,208695.61,16695.65,12521.74,25043.47,4173.91,1043.48,3130.43,-11686.95,-1669.56
2024-08,FRN_01048,GRUPO_331,LONG_TAIL,MARKETPLACE,88,3727.99,223.68,167.76,596.48,74.56,7.46,55.92,0.0,0.0
2024-08,FRN_01049,GRUPO_318,LONG_TAIL,MARKETPLACE,65,3003.78,180.23,135.17,480.6,60.08,6.01,45.06,0.0,0.0
2024-08,FRN_01050,GRUPO_350,STANDARD,MARKETPLACE,299,33735.9,2024.15,1518.11,5397.74,674.72,67.47,506.04,0.0,0.0
2024-08,FRN_01051,GRUPO_095,STANDARD,FULL_SERVICE,418,18118.82,1449.51,1087.13,2174.26,362.38,90.59,271.78,-1014.66,-144.95
2024-08,FRN_01052,GRUPO_152,LONG_TAIL,MARKETPLACE,48,2043.5,122.61,91.96,326.96,40.87,4.09,30.65,0.0,0.0
2024-08,FRN_01053,GRUPO_311,LONG_TAIL,FULL_SERVICE,88,6439.46,515.16,386.37,772.74,128.79,32.2,96.59,-360.61,-51.52
2024-08,FRN_01054,GRUPO_137,STANDARD,FULL_SERVICE,353,28266.07,2261.29,1695.97,3391.93,565.32,141.33,423.99,-1582.9,-226.13
2024-08,FRN_01055,GRUPO_247,LONG_TAIL,FULL_SERVICE,1,81.48,6.52,4.89,9.78,1.63,0.41,1.22,-4.56,-0.65
2024-08,FRN_01056,GRUPO_387,STRATEGIC,MARKETPLACE,713,82241.45,4934.49,3700.87,13158.63,1644.83,164.48,1233.62,0.0,0.0
2024-08,FRN_01057,GRUPO_243,STANDARD,MARKETPLACE,328,15895.4,953.72,715.29,2543.26,317.91,31.79,238.43,0.0,0.0
2024-08,FRN_01058,GRUPO_031,LONG_TAIL,MARKETPLACE,52,1872.64,112.36,84.27,299.62,37.45,3.75,28.09,0.0,0.0
2024-08,FRN_01059,GRUPO_040,LONG_TAIL,MARKETPLACE,101,1010.0,60.6,45.45,161.6,20.2,2.02,15.15,0.0,0.0
2024-08,FRN_01060,GRUPO_229,STRATEGIC,FULL_SERVICE,661,69740.03,5579.2,4184.4,8368.8,1394.8,348.7,1046.1,-3905.44,-557.92
2024-08,FRN_01061,GRUPO_036,LONG_TAIL,MARKETPLACE,104,6525.03,391.5,293.62,1044.0,130.5,13.05,97.88,0.0,0.0
2024-08,FRN_01062,GRUPO_223,STANDARD,MARKETPLACE,119,7945.12,476.71,357.53,1271.22,158.9,15.89,119.18,0.0,0.0
2024-08,FRN_01063,GRUPO_006,STANDARD,MARKETPLACE,379,50161.9,3009.71,2257.28,8025.9,1003.24,100.32,752.43,0.0,0.0
2024-08,FRN_01064,GRUPO_322,STRATEGIC,FULL_SERVICE,815,54360.73,4348.86,3261.64,6523.29,1087.21,271.8,815.41,-3044.2,-434.89
2024-08,FRN_01065,GRUPO_220,LONG_TAIL,MARKETPLACE,69,3396.24,203.77,152.83,543.4,67.92,6.79,50.94,0.0,0.0
2024-08,FRN_01066,GRUPO_075,STRATEGIC,MARKETPLACE,851,112858.77,6771.53,5078.65,18057.4,2257.18,225.72,1692.88,0.0,0.0
2024-08,FRN_01067,GRUPO_004,STANDARD,MARKETPLACE,335,28404.49,1704.27,1278.2,4544.72,568.09,56.81,426.07,0.0,0.0
2024-08,FRN_01068,GRUPO_335,STANDARD,MARKETPLACE,479,29626.32,1777.58,1333.18,4740.21,592.53,59.25,444.39,0.0,0.0
2024-08,FRN_01069,GRUPO_134,LONG_TAIL,FULL_SERVICE,31,1899.66,151.97,113.98,227.96,37.99,9.5,28.49,-106.38,-15.2
2024-08,FRN_01070,GRUPO_118,LONG_TAIL,MARKETPLACE,21,626.04,37.56,28.17,100.17,12.52,1.25,9.39,0.0,0.0
2024-08,FRN_01071,GRUPO_369,LONG_TAIL,MARKETPLACE,35,962.03,57.72,43.29,153.92,19.24,1.92,14.43,0.0,0.0
2024-08,FRN_01072,GRUPO_094,STANDARD,MARKETPLACE,428,30546.15,1832.77,1374.58,4887.38,610.92,61.09,458.19,0.0,0.0
2024-08,FRN_01073,GRUPO_062,STANDARD,MARKETPLACE,377,31776.35,1906.58,1429.93,5084.22,635.53,63.55,476.65,0.0,0.0
2024-08,FRN_01074,GRUPO_194,STANDARD,MARKETPLACE,276,26742.77,1604.57,1203.43,4278.84,534.86,53.49,401.14,0.0,0.0
2024-08,FRN_01075,GRUPO_335,LONG_TAIL,MARKETPLACE,45,2113.95,126.84,95.13,338.23,42.28,4.23,31.71,0.0,0.0
2024-08,FRN_01076,GRUPO_203,LONG_TAIL,MARKETPLACE,38,2857.81,171.47,128.6,457.25,57.16,5.72,42.87,0.0,0.0
2024-08,FRN_01077,GRUPO_392,KEY_ACCOUNT,FULL_SERVICE,1757,379304.08,30344.33,22758.25,45516.49,7586.08,1896.52,5689.56,-21241.03,-3034.43
2024-08,FRN_01078,GRUPO_026,LONG_TAIL,MARKETPLACE,42,2740.35,164.42,123.31,438.46,54.81,5.48,41.11,0.0,0.0
2024-08,FRN_01079,GRUPO_173,STRATEGIC,FULL_SERVICE,1093,51210.78,4096.86,3072.64,6145.29,1024.22,256.05,768.16,-2867.8,-409.69
2024-08,FRN_01080,GRUPO_300,STANDARD,MARKETPLACE,300,21981.96,1318.92,989.19,3517.11,439.64,43.96,329.73,0.0,0.0
2024-08,FRN_01081,GRUPO_133,STANDARD,MARKETPLACE,267,29042.09,1742.53,1306.9,4646.73,580.84,58.08,435.63,0.0,0.0
2024-08,FRN_01082,GRUPO_326,STANDARD,MARKETPLACE,166,9536.38,572.18,429.13,1525.82,190.73,19.07,143.05,0.0,0.0
2024-08,FRN_01083,GRUPO_118,STANDARD,MARKETPLACE,206,20360.59,1221.64,916.23,3257.69,407.21,40.72,305.41,0.0,0.0
2024-08,FRN_01084,GRUPO_324,STANDARD,MARKETPLACE,186,3475.91,208.55,156.41,556.15,69.52,6.95,52.14,0.0,0.0
2024-08,FRN_01085,GRUPO_275,STANDARD,MARKETPLACE,347,22937.81,1376.27,1032.2,3670.05,458.76,45.88,344.07,0.0,0.0
2024-08,FRN_01086,GRUPO_212,LONG_TAIL,FULL_SERVICE,121,8620.87,689.67,517.25,1034.5,172.42,43.1,129.31,-482.77,-68.97
2024-08,FRN_01087,GRUPO_225,STANDARD,MARKETPLACE,295,8729.35,523.76,392.82,1396.7,174.59,17.46,130.94,0.0,0.0
2024-08,FRN_01088,GRUPO_020,STRATEGIC,MARKETPLACE,486,16559.17,993.55,745.16,2649.47,331.18,33.12,248.39,0.0,0.0
2024-08,FRN_01089,GRUPO_113,LONG_TAIL,FULL_SERVICE,74,3095.12,247.61,185.71,371.41,61.9,15.48,46.43,-173.33,-24.76
2024-08,FRN_01090,GRUPO_140,STANDARD,MARKETPLACE,280,20960.74,1257.64,943.23,3353.72,419.21,41.92,314.41,0.0,0.0
2024-08,FRN_01091,GRUPO_047,STANDARD,MARKETPLACE,508,43822.26,2629.34,1972.01,7011.56,876.45,87.64,657.33,0.0,0.0
2024-08,FRN_01092,GRUPO_001,LONG_TAIL,MARKETPLACE,62,1353.69,81.22,60.91,216.59,27.07,2.71,20.31,0.0,0.0
2024-08,FRN_01093,GRUPO_090,STANDARD,FULL_SERVICE,353,37578.7,3006.3,2254.73,4509.44,751.57,187.89,563.68,-2104.41,-300.63
2024-08,FRN_01094,GRUPO_142,STRATEGIC,FULL_SERVICE,997,72627.72,5810.22,4357.66,8715.33,1452.55,363.14,1089.42,-4067.15,-581.02
2024-08,FRN_01095,GRUPO_320,STANDARD,MARKETPLACE,258,18590.05,1115.4,836.55,2974.41,371.8,37.18,278.85,0.0,0.0
2024-08,FRN_01096,GRUPO_038,LONG_TAIL,MARKETPLACE,47,1827.93,109.68,82.26,292.47,36.56,3.66,27.42,0.0,0.0
2024-08,FRN_01097,GRUPO_293,STANDARD,FULL_SERVICE,92,5239.82,419.19,314.39,628.78,104.8,26.2,78.6,-293.43,-41.92
2024-08,FRN_01098,GRUPO_382,LONG_TAIL,MARKETPLACE,67,4405.39,264.32,198.24,704.86,88.11,8.81,66.08,0.0,0.0
2024-08,FRN_01099,GRUPO_139,STANDARD,FULL_SERVICE,359,40130.26,3210.42,2407.82,4815.63,802.61,200.65,601.95,-2247.29,-321.04
2024-08,FRN_01100,GRUPO_356,STRATEGIC,MARKETPLACE,732,51160.14,3069.61,2302.21,8185.62,1023.2,102.32,767.4,0.0,0.0
2024-08,FRN_01101,GRUPO_333,STANDARD,MARKETPLACE,247,20741.18,1244.47,933.35,3318.59,414.82,41.48,311.12,0.0,0.0
2024-08,FRN_01102,GRUPO_259,LONG_TAIL,MARKETPLACE,51,1960.19,117.61,88.21,313.63,39.2,3.92,29.4,0.0,0.0
2024-08,FRN_01103,GRUPO_161,STRATEGIC,FULL_SERVICE,510,40701.62,3256.13,2442.1,4884.19,814.03,203.51,610.52,-2279.29,-325.61
2024-08,FRN_01104,GRUPO_390,STANDARD,MARKETPLACE,256,13753.2,825.19,618.89,2200.51,275.06,27.51,206.3,0.0,0.0
2024-08,FRN_01105,GRUPO_178,STANDARD,MARKETPLACE,192,21812.46,1308.75,981.56,3489.99,436.25,43.62,327.19,0.0,0.0
2024-08,FRN_01106,GRUPO_010,STANDARD,MARKETPLACE,366,48085.01,2885.1,2163.82,7693.6,961.7,96.17,721.28,0.0,0.0
2024-08,FRN_01107,GRUPO_261,LONG_TAIL,MARKETPLACE,11,612.0,36.72,27.54,97.92,12.24,1.22,9.18,0.0,0.0
2024-08,FRN_01108,GRUPO_138,STRATEGIC,FULL_SERVICE,791,95619.55,7649.56,5737.17,11474.35,1912.39,478.1,1434.29,-5354.69,-764.96
2024-08,FRN_01109,GRUPO_172,STANDARD,MARKETPLACE,503,10710.98,642.66,482.0,1713.76,214.22,21.42,160.66,0.0,0.0
2024-08,FRN_01110,GRUPO_386,STRATEGIC,MARKETPLACE,624,46846.7,2810.8,2108.1,7495.47,936.93,93.69,702.7,0.0,0.0
2024-08,FRN_01111,GRUPO_013,LONG_TAIL,FULL_SERVICE,57,728.82,58.31,43.73,87.46,14.58,3.64,10.93,-40.82,-5.83
2024-08,FRN_01112,GRUPO_168,STRATEGIC,MARKETPLACE,1032,163059.97,9783.6,7337.7,26089.6,3261.2,326.12,2445.9,0.0,0.0
2024-08,FRN_01113,GRUPO_130,STANDARD,MARKETPLACE,364,11839.27,710.36,532.77,1894.28,236.79,23.68,177.59,0.0,0.0
2024-08,FRN_01114,GRUPO_084,LONG_TAIL,MARKETPLACE,68,4459.97,267.6,200.7,713.6,89.2,8.92,66.9,0.0,0.0
2024-08,FRN_01115,GRUPO_321,LONG_TAIL,MARKETPLACE,71,3486.92,209.22,156.91,557.91,69.74,6.97,52.3,0.0,0.0
2024-08,FRN_01116,GRUPO_319,STANDARD,FULL_SERVICE,519,30478.69,2438.3,1828.73,3657.44,609.57,152.39,457.18,-1706.81,-243.83
2024-08,FRN_01117,GRUPO_101,STANDARD,MARKETPLACE,281,24592.22,1475.53,1106.65,3934.76,491.84,49.18,368.88,0.0,0.0
2024-08,FRN_01118,GRUPO_329,STANDARD,MARKETPLACE,334,28616.79,1717.01,1287.76,4578.69,572.34,57.23,429.25,0.0,0.0
2024-08,FRN_01119,GRUPO_273,STANDARD,MARKETPLACE,358,30321.26,1819.28,1364.46,4851.4,606.43,60.64,454.82,0.0,0.0
2024-08,FRN_01120,GRUPO_265,STANDARD,MARKETPLACE,259,13071.69,784.3,588.22,2091.47,261.43,26.14,196.08,0.0,0.0
2024-08,FRN_01121,GRUPO_399,STANDARD,MARKETPLACE,315,35378.68,2122.72,1592.04,5660.59,707.57,70.76,530.68,0.0,0.0
2024-08,FRN_01122,GRUPO_038,STANDARD,MARKETPLACE,297,25774.6,1546.48,1159.86,4123.94,515.49,51.55,386.62,0.0,0.0
2024-08,FRN_01123,GRUPO_094,STANDARD,MARKETPLACE,312,39606.62,2376.4,1782.3,6337.06,792.13,79.21,594.1,0.0,0.0
2024-08,FRN_01124,GRUPO_095,LONG_TAIL,MARKETPLACE,55,3346.81,200.81,150.61,535.49,66.94,6.69,50.2,0.0,0.0
2024-08,FRN_01125,GRUPO_305,LONG_TAIL,MARKETPLACE,38,1133.62,68.02,51.02,181.38,22.67,2.27,17.0,0.0,0.0
2024-08,FRN_01126,GRUPO_069,STANDARD,MARKETPLACE,299,30818.15,1849.09,1386.82,4930.9,616.36,61.64,462.27,0.0,0.0
2024-08,FRN_01127,GRUPO_318,STRATEGIC,MARKETPLACE,889,19152.6,1149.16,861.87,3064.42,383.05,38.31,287.29,0.0,0.0
2024-08,FRN_01128,GRUPO_236,STRATEGIC,MARKETPLACE,911,39852.59,2391.16,1793.37,6376.41,797.05,79.71,597.79,0.0,0.0
2024-08,FRN_01129,GRUPO_334,LONG_TAIL,MARKETPLACE,85,5082.95,304.98,228.74,813.27,101.66,10.17,76.24,0.0,0.0
2024-08,FRN_01130,GRUPO_373,STANDARD,MARKETPLACE,283,25572.75,1534.37,1150.78,4091.64,511.45,51.15,383.59,0.0,0.0
2024-08,FRN_01131,GRUPO_376,STRATEGIC,FULL_SERVICE,833,105558.9,8444.71,6333.53,12667.07,2111.18,527.79,1583.38,-5911.3,-844.47
2024-08,FRN_01132,GRUPO_137,STANDARD,MARKETPLACE,141,8858.53,531.51,398.63,1417.36,177.17,17.72,132.88,0.0,0.0
2024-08,FRN_01133,GRUPO_076,STANDARD,MARKETPLACE,401,13123.74,787.42,590.56,2099.8,262.47,26.25,196.86,0.0,0.0
2024-08,FRN_01134,GRUPO_035,STANDARD,MARKETPLACE,390,5255.58,315.33,236.5,840.89,105.11,10.51,78.83,0.0,0.0
2024-08,FRN_01135,GRUPO_001,STANDARD,MARKETPLACE,169,10340.43,620.43,465.32,1654.47,206.81,20.68,155.11,0.0,0.0
2024-08,FRN_01136,GRUPO_296,KEY_ACCOUNT,FULL_SERVICE,1861,271030.9,21682.47,16261.85,32523.71,5420.62,1355.15,4065.46,-15177.73,-2168.25
2024-08,FRN_01137,GRUPO_320,LONG_TAIL,MARKETPLACE,41,2867.08,172.02,129.02,458.73,57.34,5.73,43.01,0.0,0.0
2024-08,FRN_01138,GRUPO_060,STANDARD,FULL_SERVICE,492,33095.93,2647.67,1985.75,3971.51,661.92,165.48,496.44,-1853.37,-264.77
2024-08,FRN_01139,GRUPO_320,LONG_TAIL,MARKETPLACE,48,2151.99,129.12,96.84,344.32,43.04,4.3,32.28,0.0,0.0
2024-08,FRN_01140,GRUPO_349,LONG_TAIL,MARKETPLACE,126,6338.47,380.31,285.23,1014.16,126.77,12.68,95.08,0.0,0.0
2024-08,FRN_01141,GRUPO_328,STANDARD,MARKETPLACE,472,42714.34,2562.86,1922.14,6834.29,854.29,85.43,640.72,0.0,0.0
2024-08,FRN_01142,GRUPO_267,STANDARD,MARKETPLACE,288,14939.47,896.37,672.28,2390.32,298.79,29.88,224.09,0.0,0.0
2024-08,FRN_01143,GRUPO_361,STANDARD,MARKETPLACE,385,18475.51,1108.53,831.4,2956.08,369.51,36.95,277.13,0.0,0.0
2024-08,FRN_01144,GRUPO_229,STANDARD,MARKETPLACE,257,22731.03,1363.86,1022.89,3636.96,454.62,45.46,340.97,0.0,0.0
2024-08,FRN_01145,GRUPO_270,LONG_TAIL,FULL_SERVICE,70,3297.07,263.77,197.83,395.65,65.94,16.49,49.46,-184.64,-26.38
2024-08,FRN_01146,GRUPO_316,LONG_TAIL,MARKETPLACE,50,1881.97,112.92,84.69,301.12,37.64,3.76,28.23,0.0,0.0
2024-08,FRN_01147,GRUPO_286,STRATEGIC,MARKETPLACE,848,90269.46,5416.17,4062.13,14443.11,1805.39,180.54,1354.04,0.0,0.0
2024-08,FRN_01148,GRUPO_291,STRATEGIC,MARKETPLACE,451,38561.1,2313.67,1735.25,6169.78,771.22,77.12,578.42,0.0,0.0
2024-08,FRN_01149,GRUPO_213,LONG_TAIL,MARKETPLACE,48,2076.83,124.61,93.46,332.29,41.54,4.15,31.15,0.0,0.0
2024-08,FRN_01150,GRUPO_165,LONG_TAIL,MARKETPLACE,77,2876.76,172.61,129.46,460.28,57.54,5.75,43.15,0.0,0.0
2024-08,FRN_01151,GRUPO_005,LONG_TAIL,MARKETPLACE,141,10566.54,633.99,475.49,1690.65,211.33,21.13,158.5,0.0,0.0
2024-08,FRN_01152,GRUPO_339,STANDARD,MARKETPLACE,451,18516.45,1110.99,833.24,2962.63,370.33,37.03,277.75,0.0,0.0
2024-08,FRN_01153,GRUPO_379,STANDARD,MARKETPLACE,76,4598.46,275.91,206.93,735.75,91.97,9.2,68.98,0.0,0.0
2024-08,FRN_01154,GRUPO_078,LONG_TAIL,MARKETPLACE,68,3201.76,192.11,144.08,512.28,64.04,6.4,48.03,0.0,0.0
2024-08,FRN_01155,GRUPO_062,LONG_TAIL,MARKETPLACE,44,821.14,49.27,36.95,131.38,16.42,1.64,12.32,0.0,0.0
2024-08,FRN_01156,GRUPO_132,STANDARD,MARKETPLACE,226,14281.79,856.91,642.68,2285.09,285.64,28.56,214.23,0.0,0.0
2024-08,FRN_01157,GRUPO_089,KEY_ACCOUNT,FULL_SERVICE,1601,240048.28,19203.86,14402.9,28805.79,4800.97,1200.24,3600.72,-13442.7,-1920.39
2024-08,FRN_01158,GRUPO_237,STANDARD,MARKETPLACE,212,24663.24,1479.79,1109.84,3946.12,493.26,49.33,369.95,0.0,0.0
2024-08,FRN_01159,GRUPO_042,STANDARD,FULL_SERVICE,435,47275.93,3782.07,2836.55,5673.11,945.52,236.38,709.14,-2647.45,-378.21
2024-08,FRN_01160,GRUPO_089,STANDARD,MARKETPLACE,330,10763.7,645.82,484.37,1722.19,215.27,21.53,161.46,0.0,0.0
2024-08,FRN_01161,GRUPO_296,LONG_TAIL,MARKETPLACE,82,6089.98,365.4,274.05,974.4,121.8,12.18,91.35,0.0,0.0
2024-08,FRN_01162,GRUPO_328,STANDARD,MARKETPLACE,464,40582.31,2434.94,1826.2,6493.17,811.65,81.16,608.73,0.0,0.0
2024-08,FRN_01163,GRUPO_295,LONG_TAIL,MARKETPLACE,60,2997.96,179.88,134.91,479.67,59.96,6.0,44.97,0.0,0.0
2024-08,FRN_01164,GRUPO_104,STRATEGIC,FULL_SERVICE,1029,47493.12,3799.45,2849.59,5699.17,949.86,237.47,712.4,-2659.61,-379.94
2024-08,FRN_01165,GRUPO_014,LONG_TAIL,MARKETPLACE,79,3259.36,195.56,146.67,521.5,65.19,6.52,48.89,0.0,0.0
2024-08,FRN_01166,GRUPO_288,LONG_TAIL,FULL_SERVICE,168,8230.33,658.43,493.82,987.64,164.61,41.15,123.45,-460.9,-65.84
2024-08,FRN_01167,GRUPO_179,STRATEGIC,MARKETPLACE,792,87744.72,5264.68,3948.51,14039.16,1754.89,175.49,1316.17,0.0,0.0
2024-08,FRN_01168,GRUPO_125,KEY_ACCOUNT,FULL_SERVICE,1523,315928.27,25274.26,18955.69,37911.39,6318.57,1579.64,4738.92,-17691.98,-2527.43
2024-08,FRN_01169,GRUPO_353,STANDARD,MARKETPLACE,337,33241.19,1994.47,1495.85,5318.59,664.82,66.48,498.62,0.0,0.0
2024-08,FRN_01170,GRUPO_023,STRATEGIC,MARKETPLACE,908,102137.19,6128.23,4596.17,16341.95,2042.74,204.27,1532.06,0.0,0.0
2024-08,FRN_01171,GRUPO_063,LONG_TAIL,MARKETPLACE,35,1252.48,75.15,56.36,200.4,25.05,2.5,18.79,0.0,0.0
2024-08,FRN_01172,GRUPO_143,LONG_TAIL,MARKETPLACE,109,5620.98,337.26,252.94,899.36,112.42,11.24,84.31,0.0,0.0
2024-08,FRN_01173,GRUPO_153,STANDARD,MARKETPLACE,528,24862.86,1491.77,1118.83,3978.06,497.26,49.73,372.94,0.0,0.0
2024-08,FRN_01174,GRUPO_145,STANDARD,FULL_SERVICE,613,31688.79,2535.1,1901.32,3802.65,633.78,158.44,475.33,-1774.57,-253.51
2024-08,FRN_01175,GRUPO_225,STANDARD,MARKETPLACE,251,20677.39,1240.64,930.48,3308.38,413.55,41.35,310.16,0.0,0.0
2024-08,FRN_01176,GRUPO_309,LONG_TAIL,MARKETPLACE,89,5536.28,332.18,249.13,885.8,110.73,11.07,83.04,0.0,0.0
2024-08,FRN_01177,GRUPO_104,KEY_ACCOUNT,FULL_SERVICE,1034,150608.08,12048.65,9036.49,18072.97,3012.16,753.04,2259.12,-8434.05,-1204.86
2024-08,FRN_01178,GRUPO_104,STANDARD,MARKETPLACE,173,5418.92,325.14,243.85,867.03,108.38,10.84,81.28,0.0,0.0
2024-08,FRN_01179,GRUPO_039,STANDARD,MARKETPLACE,298,3241.05,194.46,145.84,518.57,64.82,6.48,48.62,0.0,0.0
2024-08,FRN_01180,GRUPO_198,STANDARD,MARKETPLACE,409,37159.33,2229.56,1672.17,5945.49,743.19,74.32,557.39,0.0,0.0
2024-08,FRN_01181,GRUPO_134,STANDARD,MARKETPLACE,478,19184.02,1151.04,863.28,3069.44,383.68,38.37,287.76,0.0,0.0
2024-08,FRN_01182,GRUPO_067,LONG_TAIL,MARKETPLACE,30,2068.17,124.09,93.07,330.91,41.36,4.14,31.02,0.0,0.0
2024-08,FRN_01183,GRUPO_391,STRATEGIC,MARKETPLACE,998,158628.41,9517.7,7138.28,25380.55,3172.57,317.26,2379.43,0.0,0.0
2024-08,FRN_01184,GRUPO_179,STRATEGIC,FULL_SERVICE,1188,154275.51,12342.04,9256.53,18513.06,3085.51,771.38,2314.13,-8639.43,-1234.2
2024-08,FRN_01185,GRUPO_042,LONG_TAIL,MARKETPLACE,46,2908.58,174.51,130.88,465.37,58.17,5.82,43.63,0.0,0.0
2024-08,FRN_01186,GRUPO_015,LONG_TAIL,MARKETPLACE,46,2387.17,143.23,107.42,381.95,47.74,4.77,35.81,0.0,0.0
2024-08,FRN_01187,GRUPO_111,KEY_ACCOUNT,MARKETPLACE,1366,238592.11,14315.53,10736.65,38174.74,4771.84,477.18,3578.88,0.0,0.0
2024-08,FRN_01188,GRUPO_157,STANDARD,MARKETPLACE,436,26253.92,1575.24,1181.43,4200.63,525.08,52.51,393.81,0.0,0.0
2024-08,FRN_01189,GRUPO_289,STANDARD,MARKETPLACE,244,16354.88,981.29,735.97,2616.78,327.1,32.71,245.32,0.0,0.0
2024-08,FRN_01190,GRUPO_231,STANDARD,FULL_SERVICE,208,20784.11,1662.73,1247.05,2494.09,415.68,103.92,311.76,-1163.91,-166.27
2024-08,FRN_01191,GRUPO_157,STANDARD,FULL_SERVICE,363,28654.62,2292.37,1719.28,3438.55,573.09,143.27,429.82,-1604.66,-229.24
2024-08,FRN_01192,GRUPO_038,STRATEGIC,FULL_SERVICE,982,52706.06,4216.48,3162.36,6324.73,1054.12,263.53,790.59,-2951.54,-421.65
2024-08,FRN_01193,GRUPO_097,STANDARD,MARKETPLACE,454,25174.23,1510.45,1132.84,4027.88,503.48,50.35,377.61,0.0,0.0
2024-08,FRN_01194,GRUPO_289,LONG_TAIL,MARKETPLACE,48,3147.39,188.84,141.63,503.58,62.95,6.29,47.21,0.0,0.0
2024-08,FRN_01195,GRUPO_254,STANDARD,MARKETPLACE,367,46230.31,2773.82,2080.37,7396.85,924.61,92.46,693.45,0.0,0.0
2024-08,FRN_01196,GRUPO_196,LONG_TAIL,MARKETPLACE,31,1026.79,61.61,46.21,164.29,20.54,2.05,15.4,0.0,0.0
2024-08,FRN_01197,GRUPO_086,STRATEGIC,FULL_SERVICE,601,75731.12,6058.49,4543.87,9087.73,1514.62,378.66,1135.97,-4240.94,-605.85
2024-08,FRN_01198,GRUPO_322,LONG_TAIL,MARKETPLACE,51,1911.72,114.7,86.03,305.88,38.23,3.82,28.68,0.0,0.0
